constructor_standings_id,race_id,constructor_id,points,position,wins
2590,268,24,16.0,3,0
2591,268,56,4.0,5,0
2592,268,65,2.0,9,0
2593,268,71,1.0,13,0
2594,268,36,3.0,8,0
2595,268,31,4.0,6,0
2596,268,61,2.0,11,0
2597,268,0,19.0,2,1
2598,268,54,1.0,12,0
2599,268,2,0.0,16,0
2600,268,201,3.0,7,0
2601,268,26,7.0,4,0
2602,268,68,0.0,15,0
2603,268,179,0.0,17,0
2604,268,62,0.0,18,0
2605,268,55,2.0,10,0
2606,268,64,0.0,19,0
2607,268,57,0.0,14,0
2608,269,62,0.0,18,0
2609,269,64,0.0,19,0
2610,269,201,3.0,8,0
2611,269,68,0.0,15,0
2612,269,179,0.0,17,0
2613,269,2,0.0,16,0
2614,269,57,0.0,14,0
2615,269,0,21.0,3,1
2616,269,56,4.0,6,0
2617,269,24,22.0,2,0
2618,269,5,51.0,1,5
2619,269,36,6.0,5,0
2620,269,31,4.0,7,0
2621,269,71,1.0,13,0
2622,269,65,2.0,9,0
2623,269,55,2.0,10,0
2624,269,54,2.0,12,0
2625,269,26,7.0,4,0
2626,269,61,2.0,11,0
2627,270,24,31.0,2,1
2628,270,64,0.0,19,0
2629,270,201,3.0,8,0
2630,270,2,0.0,16,0
2631,270,0,23.0,3,1
2632,270,36,6.0,5,0
2633,270,56,4.0,6,0
2634,270,5,55.0,1,5
2635,270,57,0.0,14,0
2636,270,31,4.0,7,0
2637,270,179,0.0,17,0
2638,270,68,0.0,15,0
2639,270,26,10.0,4,0
2640,270,62,0.0,18,0
2641,270,61,2.0,11,0
2642,270,55,2.0,10,0
2643,270,65,2.0,9,0
2644,270,71,1.0,13,0
2645,270,54,2.0,12,0
2646,271,57,0.0,14,0
2647,271,179,0.0,17,0
2648,271,5,55.0,1,5
2649,271,24,37.0,2,1
2650,271,56,4.0,9,0
2651,271,36,6.0,8,0
2652,271,0,31.0,3,2
2653,271,68,0.0,15,0
2654,271,201,6.0,7,0
2655,271,54,2.0,12,0
2656,271,26,10.0,4,0
2657,271,31,6.0,6,0
2658,271,65,6.0,5,0
2659,271,64,0.0,19,0
2660,271,71,1.0,13,0
2661,271,61,2.0,11,0
2662,271,2,0.0,16,0
2663,271,55,2.0,10,0
2664,271,62,0.0,18,0
2665,272,36,6.0,9,0
2666,272,56,7.0,6,0
2667,272,68,0.0,16,0
2668,272,0,31.0,3,2
2669,272,179,0.0,18,0
2670,272,24,43.0,2,1
2671,272,57,0.0,14,0
2672,272,5,64.0,1,6
2673,272,201,6.0,8,0
2674,272,65,10.0,4,0
2675,272,64,0.0,19,0
2676,272,71,1.0,13,0
2677,272,61,4.0,10,0
2678,272,55,2.0,12,0
2679,272,2,0.0,17,0
2680,272,54,3.0,11,0
2681,272,26,10.0,5,0
2682,272,31,6.0,7,0
2683,272,62,0.0,15,0
2684,273,26,10.0,5,0
2685,273,179,0.0,18,0
2686,273,62,0.0,15,0
2687,273,64,0.0,19,0
2688,273,201,9.0,6,0
2689,273,68,0.0,16,0
2690,273,57,0.0,14,0
2691,273,2,0.0,17,0
2692,273,56,7.0,8,0
2693,273,24,49.0,2,1
2694,273,5,64.0,1,6
2695,273,61,4.0,10,0
2696,273,31,8.0,7,0
2697,273,71,1.0,13,0
2698,273,65,10.0,4,0
2699,273,55,2.0,12,0
2700,273,54,3.0,11,0
2701,273,0,40.0,3,3
2702,273,36,6.0,9,0
2703,274,57,0.0,14,0
2704,274,64,0.0,19,0
2705,274,62,0.0,15,0
2706,274,201,9.0,7,0
2707,274,2,0.0,17,0
2708,274,0,43.0,3,3
2709,274,56,7.0,8,0
2710,274,61,4.0,10,0
2711,274,31,12.0,6,0
2712,274,71,1.0,13,0
2713,274,65,19.0,4,1
2714,274,55,2.0,12,0
2715,274,26,16.0,5,0
2716,274,54,3.0,11,0
2717,274,179,0.0,18,0
2718,274,5,64.0,1,6
2719,274,24,49.0,2,1
2720,274,68,0.0,16,0
2721,274,36,7.0,9,0
2722,275,2,0.0,17,0
2723,275,62,0.0,15,0
2724,275,64,0.0,19,0
2725,275,201,9.0,8,0
2726,275,57,0.0,14,0
2727,275,36,8.0,9,0
2728,275,179,0.0,18,0
2729,275,68,0.0,16,0
2730,275,26,16.0,5,0
2731,275,54,3.0,11,0
2732,275,0,52.0,2,4
2733,275,65,19.0,4,1
2734,275,55,2.0,12,0
2735,275,31,16.0,6,0
2736,275,61,4.0,10,0
2737,275,5,70.0,1,6
2738,275,24,51.0,3,1
2739,275,56,10.0,7,0
2740,275,71,1.0,13,0
2741,276,62,0.0,15,0
2742,276,201,9.0,9,0
2743,276,2,0.0,17,0
2744,276,64,0.0,19,0
2745,276,0,52.0,3,4
2746,276,179,0.0,18,0
2747,276,68,0.0,16,0
2748,276,26,20.0,4,0
2749,276,54,3.0,11,0
2750,276,55,2.0,12,0
2751,276,65,19.0,5,1
2752,276,71,1.0,13,0
2753,276,31,16.0,7,0
2754,276,61,4.0,10,0
2755,276,5,76.0,1,6
2756,276,24,53.0,2,1
2757,276,57,0.0,14,0
2758,276,36,17.0,6,1
2759,276,56,10.0,8,0
2760,277,201,9.0,9,0
2761,277,2,0.0,17,0
2762,277,57,0.0,14,0
2763,277,0,61.0,2,5
2764,277,36,17.0,7,1
2765,277,56,10.0,8,0
2766,277,24,59.0,3,1
2767,277,5,77.0,1,6
2768,277,61,4.0,10,0
2769,277,71,1.0,13,0
2770,277,65,19.0,6,1
2771,277,31,20.0,5,0
2772,277,179,0.0,18,0
2773,277,68,0.0,16,0
2774,277,26,20.0,4,0
2775,277,54,3.0,11,0
2776,277,55,2.0,12,0
2777,277,64,0.0,19,0
2778,277,62,0.0,15,0
2779,278,36,19.0,7,1
2780,278,61,4.0,10,0
2781,278,5,81.0,1,6
2782,278,24,65.0,3,1
2783,278,201,9.0,9,0
2784,278,2,0.0,17,0
2785,278,57,0.0,14,0
2786,278,0,70.0,2,6
2787,278,56,10.0,8,0
2788,278,71,1.0,13,0
2789,278,31,20.0,6,0
2790,278,55,2.0,12,0
2791,278,65,20.0,4,1
2792,278,62,0.0,15,0
2793,278,64,0.0,19,0
2794,278,68,0.0,16,0
2795,278,26,20.0,5,0
2796,278,179,0.0,18,0
2797,278,54,3.0,11,0
2798,279,201,9.0,9,0
2799,279,2,0.0,17,0
2800,279,57,0.0,15,0
2801,279,0,74.0,2,6
2802,279,36,19.0,7,1
2803,279,56,10.0,8,0
2804,279,24,71.0,3,1
2805,279,5,83.0,1,6
2806,279,61,7.0,10,0
2807,279,71,1.0,13,0
2808,279,31,29.0,4,1
2809,279,54,3.0,11,0
2810,279,26,20.0,6,0
2811,279,68,0.0,16,0
2812,279,179,0.0,19,0
2813,279,62,0.0,14,0
2814,279,70,0.0,18,0
2815,279,64,0.0,20,0
2816,279,72,0.0,21,0
2817,279,65,20.0,5,1
2818,279,55,2.0,12,0
2819,280,31,2.0,5,0
2820,280,56,0.0,9,0
2821,280,36,0.0,8,0
2822,280,61,0.0,7,0
2823,280,55,1.0,6,0
2824,280,5,4.0,3,0
2825,280,33,6.0,2,0
2826,280,0,0.0,12,0
2827,280,24,0.0,11,0
2828,280,54,3.0,4,0
2829,280,57,9.0,1,1
2830,280,26,0.0,10,0
2831,281,56,1.0,7,0
2832,281,36,0.0,10,0
2833,281,61,0.0,9,0
2834,281,31,4.0,6,0
2835,281,54,6.0,5,0
2836,281,55,1.0,8,0
2837,281,33,6.0,3,0
2838,281,57,9.0,2,1
2839,281,24,0.0,12,0
2840,281,26,0.0,11,0
2841,281,0,6.0,4,0
2842,281,64,0.0,13,0
2843,281,5,13.0,1,1
2844,282,31,4.0,7,0
2845,282,56,1.0,9,0
2846,282,36,0.0,11,0
2847,282,61,0.0,10,0
2848,282,55,1.0,8,0
2849,282,54,6.0,5,0
2850,282,26,0.0,13,0
2851,282,33,7.0,4,0
2852,282,57,15.0,2,1
2853,282,24,4.0,6,0
2854,282,0,9.0,3,0
2855,282,5,22.0,1,2
2856,282,64,0.0,12,0
2857,283,54,8.0,5,0
2858,283,56,1.0,9,0
2859,283,36,0.0,13,0
2860,283,61,0.0,11,0
2861,283,55,1.0,8,0
2862,283,31,13.0,3,1
2863,283,5,28.0,1,2
2864,283,57,19.0,2,1
2865,283,64,0.0,14,0
2866,283,65,1.0,10,0
2867,283,33,7.0,6,0
2868,283,26,0.0,12,0
2869,283,24,7.0,7,0
2870,283,0,9.0,4,0
2871,284,24,7.0,7,0
2872,284,57,23.0,2,1
2873,284,56,1.0,9,0
2874,284,5,34.0,1,2
2875,284,54,8.0,6,0
2876,284,31,22.0,3,2
2877,284,55,1.0,8,0
2878,284,61,0.0,11,0
2879,284,36,0.0,13,0
2880,284,33,8.0,5,0
2881,284,0,12.0,4,0
2882,284,66,0.0,16,0
2883,284,62,0.0,15,0
2884,284,64,0.0,14,0
2885,284,65,1.0,10,0
2886,284,26,0.0,12,0
2887,285,33,8.0,5,0
2888,285,56,2.0,8,0
2889,285,36,0.0,13,0
2890,285,61,0.0,11,0
2891,285,5,40.0,1,2
2892,285,55,1.0,9,0
2893,285,66,0.0,16,0
2894,285,62,0.0,14,0
2895,285,64,0.0,15,0
2896,285,65,1.0,10,0
2897,285,0,15.0,4,0
2898,285,26,0.0,12,0
2899,285,24,7.0,7,0
2900,285,54,8.0,6,0
2901,285,31,24.0,3,2
2902,285,57,32.0,2,2
2903,286,64,0.0,16,0
2904,286,66,0.0,15,0
2905,286,56,4.0,8,0
2906,286,36,0.0,14,0
2907,286,61,3.0,9,0
2908,286,55,1.0,10,0
2909,286,31,33.0,2,3
2910,286,54,8.0,7,0
2911,286,62,0.0,13,0
2912,286,33,9.0,6,0
2913,286,57,32.0,3,2
2914,286,24,11.0,5,0
2915,286,26,0.0,12,0
2916,286,0,15.0,4,0
2917,286,65,1.0,11,0
2918,286,5,46.0,1,2
2919,287,56,4.0,9,0
2920,287,36,0.0,14,0
2921,287,61,3.0,10,0
2922,287,55,1.0,11,0
2923,287,31,34.0,2,3
2924,287,54,8.0,8,0
2925,287,5,50.0,1,2
2926,287,33,11.0,6,0
2927,287,57,32.0,3,2
2928,287,24,14.0,5,0
2929,287,26,9.0,7,1
2930,287,0,21.0,4,0
2931,287,65,1.0,12,0
2932,287,66,0.0,15,0
2933,287,62,0.0,13,0
2934,287,64,0.0,16,0
2935,288,56,4.0,9,0
2936,288,36,0.0,14,0
2937,288,61,3.0,10,0
2938,288,55,1.0,11,0
2939,288,31,43.0,2,4
2940,288,5,50.0,1,2
2941,288,33,17.0,5,0
2942,288,54,8.0,8,0
2943,288,24,14.0,6,0
2944,288,26,9.0,7,1
2945,288,0,25.0,4,0
2946,288,65,1.0,12,0
2947,288,66,0.0,15,0
2948,288,62,0.0,13,0
2949,288,64,0.0,16,0
2950,288,57,32.0,3,2
2951,289,57,32.0,4,2
2952,289,56,4.0,9,0
2953,289,36,0.0,14,0
2954,289,61,3.0,10,0
2955,289,55,1.0,11,0
2956,289,31,47.0,2,4
2957,289,54,8.0,8,0
2958,289,5,56.0,1,2
2959,289,33,19.0,5,0
2960,289,26,10.0,7,1
2961,289,0,34.0,3,1
2962,289,65,1.0,12,0
2963,289,66,0.0,15,0
2964,289,62,0.0,13,0
2965,289,3,0.0,17,0
2966,289,64,0.0,16,0
2967,289,67,0.0,18,0
2968,289,24,14.0,6,0
2969,290,54,8.0,8,0
2970,290,31,47.0,2,4
2971,290,55,2.0,11,0
2972,290,56,4.0,10,0
2973,290,61,5.0,9,0
2974,290,36,0.0,13,0
2975,290,5,65.0,1,3
2976,290,33,23.0,5,0
2977,290,67,0.0,18,0
2978,290,24,14.0,6,0
2979,290,26,10.0,7,1
2980,290,0,34.0,4,1
2981,290,65,1.0,12,0
2982,290,66,0.0,15,0
2983,290,62,0.0,14,0
2984,290,3,0.0,17,0
2985,290,64,0.0,16,0
2986,290,57,38.0,3,2
2987,291,33,27.0,5,0
2988,291,56,13.0,7,1
2989,291,31,47.0,2,4
2990,291,61,5.0,10,0
2991,291,55,2.0,11,0
2992,291,57,38.0,3,2
2993,291,36,0.0,14,0
2994,291,24,16.0,6,0
2995,291,5,71.0,1,3
2996,291,0,35.0,4,1
2997,291,65,1.0,12,0
2998,291,54,8.0,9,0
2999,291,67,0.0,18,0
3000,291,66,0.0,15,0
3001,291,64,0.0,16,0
3002,291,3,0.0,17,0
3003,291,62,0.0,13,0
3004,291,26,10.0,8,1
3005,292,67,0.0,18,0
3006,292,64,0.0,16,0
3007,292,3,0.0,17,0
3008,292,62,0.0,13,0
3009,292,66,0.0,15,0
3010,292,0,35.0,4,1
3011,292,26,16.0,6,1
3012,292,24,16.0,7,0
3013,292,57,42.0,3,2
3014,292,33,27.0,5,0
3015,292,5,80.0,1,4
3016,292,54,11.0,9,0
3017,292,31,47.0,2,4
3018,292,55,4.0,11,0
3019,292,36,0.0,14,0
3020,292,56,13.0,8,1
3021,292,65,1.0,12,0
3022,292,61,5.0,10,0
3023,293,57,42.0,3,2
3024,293,68,0.0,18,0
3025,293,56,17.0,6,1
3026,293,69,0.0,19,0
3027,293,36,0.0,13,0
3028,293,61,5.0,11,0
3029,293,55,6.0,10,0
3030,293,54,11.0,9,0
3031,293,5,86.0,1,4
3032,293,33,27.0,5,0
3033,293,31,56.0,2,5
3034,293,26,16.0,8,1
3035,293,24,17.0,7,0
3036,293,67,0.0,20,0
3037,293,3,0.0,17,0
3038,293,64,0.0,16,0
3039,293,66,0.0,15,0
3040,293,65,1.0,12,0
3041,293,0,38.0,4,1
3042,293,62,0.0,14,0
3043,294,56,17.0,6,1
3044,294,5,89.0,1,4
3045,294,36,0.0,14,0
3046,294,61,5.0,11,0
3047,294,55,8.0,10,0
3048,294,31,62.0,2,5
3049,294,54,11.0,9,0
3050,294,57,46.0,4,2
3051,294,65,1.0,12,0
3052,294,26,16.0,8,1
3053,294,0,47.0,3,2
3054,294,66,0.0,15,0
3055,294,62,0.0,13,0
3056,294,3,0.0,17,0
3057,294,64,0.0,16,0
3058,294,68,0.0,18,0
3059,294,69,0.0,19,0
3060,294,24,17.0,7,0
3061,294,67,0.0,20,0
3062,294,33,27.0,5,0
3063,295,5,89.0,1,4
3064,295,61,6.0,11,0
3065,295,55,10.0,10,0
3066,295,31,62.0,2,5
3067,295,54,11.0,9,0
3068,295,33,27.0,5,0
3069,295,57,55.0,3,3
3070,295,24,23.0,6,0
3071,295,26,16.0,8,1
3072,295,0,51.0,4,2
3073,295,65,1.0,12,0
3074,295,66,0.0,15,0
3075,295,62,0.0,14,0
3076,295,36,0.0,13,0
3077,295,3,0.0,17,0
3078,295,67,0.0,20,0
3079,295,68,0.0,18,0
3080,295,69,0.0,19,0
3081,295,64,0.0,16,0
3082,295,56,20.0,7,1
3083,296,69,0.0,20,0
3084,296,67,0.0,21,0
3085,296,64,0.0,17,0
3086,296,3,0.0,18,0
3087,296,62,0.0,14,0
3088,296,70,0.0,15,0
3089,296,66,0.0,16,0
3090,296,65,1.0,12,0
3091,296,0,60.0,3,3
3092,296,26,18.0,8,1
3093,296,68,0.0,19,0
3094,296,57,55.0,4,3
3095,296,56,23.0,7,1
3096,296,24,27.0,6,0
3097,296,61,6.0,11,0
3098,296,55,10.0,10,0
3099,296,36,0.0,13,0
3100,296,54,11.0,9,0
3101,296,5,95.0,1,4
3102,296,33,27.0,5,0
3103,296,31,62.0,2,5
3104,297,2,0.0,12,0
3105,297,61,0.0,11,0
3106,297,26,0.0,10,0
3107,297,56,0.0,9,0
3108,297,52,0.0,8,0
3109,297,57,0.0,7,0
3110,297,5,0.0,5,0
3111,297,54,0.0,6,0
3112,297,24,4.0,3,0
3113,297,33,6.0,2,0
3114,297,31,9.0,1,1
3115,297,55,0.0,13,0
3116,297,58,0.0,14,0
3117,297,53,0.0,15,0
3118,297,62,0.0,16,0
3119,297,0,3.0,4,0
3120,298,54,6.0,4,0
3121,298,2,0.0,12,0
3122,298,61,0.0,13,0
3123,298,26,0.0,9,0
3124,298,56,2.0,7,0
3125,298,52,0.0,8,0
3126,298,57,0.0,10,0
3127,298,5,9.0,3,1
3128,298,53,0.0,16,0
3129,298,24,5.0,5,0
3130,298,62,0.0,17,0
3131,298,58,0.0,15,0
3132,298,55,0.0,14,0
3133,298,0,3.0,6,0
3134,298,31,12.0,1,1
3135,298,33,10.0,2,0
3136,298,20,0.0,11,0
3137,299,2,3.0,7,0
3138,299,24,11.0,3,0
3139,299,26,2.0,8,0
3140,299,56,2.0,9,0
3141,299,52,0.0,10,0
3142,299,57,0.0,12,0
3143,299,54,6.0,5,0
3144,299,5,9.0,4,1
3145,299,0,3.0,6,0
3146,299,61,0.0,13,0
3147,299,33,14.0,2,0
3148,299,20,0.0,11,0
3149,299,53,0.0,17,0
3150,299,3,0.0,16,0
3151,299,58,0.0,15,0
3152,299,55,0.0,14,0
3153,299,62,0.0,18,0
3154,299,63,0.0,19,0
3155,299,31,21.0,1,2
3156,300,5,18.0,2,2
3157,300,54,6.0,5,0
3158,300,57,0.0,12,0
3159,300,2,3.0,8,0
3160,300,56,2.0,9,0
3161,300,26,4.0,6,0
3162,300,61,0.0,13,0
3163,300,52,0.0,11,0
3164,300,0,3.0,7,0
3165,300,31,27.0,1,2
3166,300,33,14.0,4,0
3167,300,20,1.0,10,0
3168,300,53,0.0,17,0
3169,300,3,0.0,14,0
3170,300,58,0.0,16,0
3171,300,55,0.0,15,0
3172,300,62,0.0,18,0
3173,300,63,0.0,19,0
3174,300,24,15.0,3,0
3175,301,3,0.0,13,0
3176,301,63,0.0,19,0
3177,301,62,0.0,18,0
3178,301,55,0.0,15,0
3179,301,58,0.0,16,0
3180,301,53,0.0,17,0
3181,301,33,20.0,3,0
3182,301,31,27.0,1,2
3183,301,2,3.0,9,0
3184,301,26,4.0,7,0
3185,301,56,2.0,10,0
3186,301,52,0.0,12,0
3187,301,57,4.0,6,0
3188,301,61,0.0,14,0
3189,301,5,18.0,4,2
3190,301,0,3.0,8,0
3191,301,24,24.0,2,1
3192,301,20,2.0,11,0
3193,301,54,6.0,5,0
3194,302,0,3.0,8,0
3195,302,2,3.0,9,0
3196,302,26,6.0,6,0
3197,302,56,2.0,10,0
3198,302,52,0.0,12,0
3199,302,57,4.0,7,0
3200,302,54,6.0,5,0
3201,302,5,22.0,3,2
3202,302,24,25.0,2,1
3203,302,61,0.0,15,0
3204,302,31,36.0,1,3
3205,302,63,0.0,13,0
3206,302,55,0.0,16,0
3207,302,58,0.0,17,0
3208,302,62,0.0,19,0
3209,302,53,0.0,18,0
3210,302,20,2.0,11,0
3211,302,3,0.0,14,0
3212,302,33,20.0,4,0
3213,303,2,3.0,9,0
3214,303,0,4.0,8,0
3215,303,61,0.0,13,0
3216,303,26,10.0,5,0
3217,303,56,2.0,10,0
3218,303,52,0.0,12,0
3219,303,57,7.0,6,0
3220,303,54,6.0,7,0
3221,303,5,22.0,3,2
3222,303,24,25.0,2,1
3223,303,31,45.0,1,4
3224,303,20,2.0,11,0
3225,303,53,0.0,18,0
3226,303,3,0.0,15,0
3227,303,58,0.0,17,0
3228,303,55,0.0,16,0
3229,303,63,0.0,14,0
3230,303,62,0.0,19,0
3231,303,33,22.0,4,0
3232,304,2,3.0,11,0
3233,304,54,7.0,7,0
3234,304,57,7.0,8,0
3235,304,5,22.0,4,2
3236,304,56,4.0,10,0
3237,304,26,10.0,5,0
3238,304,61,0.0,13,0
3239,304,52,0.0,12,0
3240,304,0,7.0,9,0
3241,304,20,8.0,6,0
3242,304,33,31.0,2,1
3243,304,31,49.0,1,4
3244,304,53,0.0,18,0
3245,304,3,0.0,15,0
3246,304,58,0.0,17,0
3247,304,55,0.0,16,0
3248,304,63,0.0,14,0
3249,304,62,0.0,19,0
3250,304,24,25.0,3,1
3251,305,5,22.0,4,2
3252,305,54,7.0,9,0
3253,305,57,8.0,8,0
3254,305,2,5.0,10,0
3255,305,56,4.0,11,0
3256,305,26,10.0,6,0
3257,305,0,11.0,5,0
3258,305,52,0.0,12,0
3259,305,24,25.0,3,1
3260,305,61,0.0,13,0
3261,305,31,58.0,1,5
3262,305,20,8.0,7,0
3263,305,53,0.0,18,0
3264,305,3,0.0,15,0
3265,305,58,0.0,17,0
3266,305,55,0.0,16,0
3267,305,63,0.0,14,0
3268,305,62,0.0,19,0
3269,305,33,34.0,2,1
3270,306,5,31.0,3,3
3271,306,54,7.0,9,0
3272,306,57,8.0,8,0
3273,306,2,5.0,11,0
3274,306,56,6.0,10,0
3275,306,26,10.0,6,0
3276,306,61,0.0,13,0
3277,306,52,0.0,12,0
3278,306,0,12.0,5,0
3279,306,31,58.0,1,5
3280,306,33,40.0,2,1
3281,306,20,8.0,7,0
3282,306,53,0.0,18,0
3283,306,3,0.0,15,0
3284,306,58,0.0,17,0
3285,306,55,0.0,16,0
3286,306,63,0.0,14,0
3287,306,62,0.0,19,0
3288,306,24,28.0,4,1
3289,307,52,0.0,12,0
3290,307,2,5.0,11,0
3291,307,61,0.0,13,0
3292,307,26,14.0,6,0
3293,307,56,6.0,10,0
3294,307,57,14.0,5,0
3295,307,24,30.0,4,1
3296,307,3,0.0,15,0
3297,307,53,0.0,18,0
3298,307,33,40.0,2,1
3299,307,58,0.0,17,0
3300,307,31,67.0,1,6
3301,307,55,0.0,16,0
3302,307,20,8.0,9,0
3303,307,62,0.0,19,0
3304,307,5,31.0,3,3
3305,307,54,10.0,8,0
3306,307,0,12.0,7,0
3307,307,63,0.0,14,0
3308,308,63,0.0,14,0
3309,308,55,0.0,16,0
3310,308,58,0.0,17,0
3311,308,3,0.0,15,0
3312,308,53,0.0,18,0
3313,308,20,8.0,9,0
3314,308,31,76.0,1,7
3315,308,33,40.0,2,1
3316,308,5,35.0,4,3
3317,308,0,12.0,8,0
3318,308,54,13.0,7,0
3319,308,57,14.0,6,0
3320,308,62,0.0,19,0
3321,308,56,6.0,10,0
3322,308,26,16.0,5,0
3323,308,61,1.0,12,0
3324,308,2,5.0,11,0
3325,308,24,36.0,3,1
3326,308,52,0.0,13,0
3327,309,52,0.0,13,0
3328,309,63,0.0,14,0
3329,309,55,0.0,16,0
3330,309,58,0.0,17,0
3331,309,62,0.0,19,0
3332,309,20,8.0,9,0
3333,309,0,12.0,8,0
3334,309,33,44.0,2,1
3335,309,31,85.0,1,8
3336,309,2,5.0,11,0
3337,309,61,1.0,12,0
3338,309,26,16.0,5,0
3339,309,56,6.0,10,0
3340,309,53,0.0,18,0
3341,309,54,15.0,6,0
3342,309,5,36.0,3,3
3343,309,3,0.0,15,0
3344,309,24,36.0,4,1
3345,309,57,14.0,7,0
3346,310,2,5.0,11,0
3347,310,26,19.0,5,0
3348,310,56,6.0,10,0
3349,310,52,0.0,13,0
3350,310,57,14.0,7,0
3351,310,54,15.0,6,0
3352,310,5,40.0,3,3
3353,310,0,14.0,8,0
3354,310,33,53.0,2,2
3355,310,31,86.0,1,8
3356,310,20,8.0,9,0
3357,310,53,0.0,18,0
3358,310,58,0.0,17,0
3359,310,55,0.0,15,0
3360,310,63,0.0,14,0
3361,310,62,0.0,19,0
3362,310,24,36.0,4,1
3363,310,3,0.0,16,0
3364,310,61,1.0,12,0
3365,311,53,0.0,18,0
3366,311,3,3.0,12,0
3367,311,2,11.0,9,0
3368,311,61,1.0,13,0
3369,311,26,19.0,5,0
3370,311,62,0.0,19,0
3371,311,63,0.0,16,0
3372,311,55,0.0,15,0
3373,311,58,0.0,17,0
3374,311,52,0.0,14,0
3375,311,56,6.0,11,0
3376,311,54,17.0,7,0
3377,311,5,49.0,3,4
3378,311,0,15.0,8,0
3379,311,24,36.0,4,1
3380,311,33,53.0,2,2
3381,311,31,86.0,1,8
3382,311,20,8.0,10,0
3383,311,57,18.0,6,0
3384,312,55,1.0,14,0
3385,312,2,11.0,9,0
3386,312,62,0.0,19,0
3387,312,58,0.0,17,0
3388,312,63,0.0,16,0
3389,312,53,0.0,18,0
3390,312,26,19.0,6,0
3391,312,3,3.0,12,0
3392,312,56,6.0,11,0
3393,312,57,24.0,5,0
3394,312,54,17.0,7,0
3395,312,52,0.0,15,0
3396,312,0,15.0,8,0
3397,312,24,38.0,4,1
3398,312,33,53.0,3,2
3399,312,31,86.0,1,8
3400,312,20,11.0,10,0
3401,312,5,58.0,2,5
3402,312,61,1.0,13,0
3403,313,31,8.0,2,0
3404,313,5,0.0,9,0
3405,313,24,0.0,11,0
3406,313,52,0.0,15,0
3407,313,58,0.0,14,0
3408,313,26,12.0,1,1
3409,313,3,0.0,12,0
3410,313,0,4.0,3,0
3411,313,54,1.0,4,0
3412,313,56,0.0,5,0
3413,313,57,0.0,10,0
3414,313,55,0.0,8,0
3415,313,20,0.0,6,0
3416,313,201,0.0,13,0
3417,313,2,0.0,7,0
3418,314,201,0.0,14,0
3419,314,58,0.0,15,0
3420,314,52,0.0,13,0
3421,314,26,27.0,1,2
3422,314,56,0.0,8,0
3423,314,20,0.0,7,0
3424,314,54,1.0,6,0
3425,314,0,4.0,3,0
3426,314,31,12.0,2,0
3427,314,2,0.0,9,0
3428,314,55,0.0,11,0
3429,314,5,3.0,5,0
3430,314,57,0.0,12,0
3431,314,24,3.0,4,0
3432,314,3,0.0,10,0
3433,315,201,1.0,6,0
3434,315,58,0.0,15,0
3435,315,26,27.0,1,2
3436,315,31,17.0,3,0
3437,315,0,4.0,5,0
3438,315,54,1.0,7,0
3439,315,56,0.0,9,0
3440,315,20,0.0,8,0
3441,315,2,0.0,11,0
3442,315,55,0.0,13,0
3443,315,5,18.0,2,1
3444,315,57,0.0,10,0
3445,315,24,7.0,4,0
3446,315,3,0.0,12,0
3447,315,52,0.0,14,0
3448,316,201,1.0,7,0
3449,316,3,0.0,12,0
3450,316,58,0.0,15,0
3451,316,57,0.0,11,0
3452,316,26,29.0,2,2
3453,316,54,1.0,8,0
3454,316,56,0.0,9,0
3455,316,20,0.0,10,0
3456,316,2,4.0,6,0
3457,316,55,0.0,13,0
3458,316,52,0.0,14,0
3459,316,5,33.0,1,2
3460,316,31,20.0,3,0
3461,316,0,4.0,5,0
3462,316,24,8.0,4,0
3463,317,59,0.0,16,0
3464,317,55,0.0,13,0
3465,317,2,4.0,6,0
3466,317,201,1.0,7,0
3467,317,56,0.0,9,0
3468,317,58,0.0,15,0
3469,317,52,0.0,14,0
3470,317,3,0.0,12,0
3471,317,26,38.0,1,3
3472,317,31,30.0,3,0
3473,317,0,4.0,5,0
3474,317,54,1.0,8,0
3475,317,20,0.0,10,0
3476,317,24,11.0,4,0
3477,317,5,36.0,2,2
3478,317,57,0.0,11,0
3479,318,59,0.0,17,0
3480,318,201,1.0,8,0
3481,318,3,0.0,13,0
3482,318,57,0.0,12,0
3483,318,5,45.0,1,3
3484,318,2,4.0,6,0
3485,318,20,2.0,7,0
3486,318,56,0.0,10,0
3487,318,54,1.0,9,0
3488,318,31,33.0,3,0
3489,318,26,44.0,2,3
3490,318,52,0.0,11,0
3491,318,49,0.0,15,0
3492,318,0,5.0,5,0
3493,318,58,0.0,16,0
3494,318,55,0.0,14,0
3495,318,24,15.0,4,0
3496,319,55,0.0,14,0
3497,319,57,0.0,12,0
3498,319,3,0.0,13,0
3499,319,201,1.0,8,0
3500,319,20,3.0,7,0
3501,319,24,15.0,4,0
3502,319,56,0.0,10,0
3503,319,2,10.0,5,0
3504,319,54,1.0,9,0
3505,319,0,8.0,6,0
3506,319,31,37.0,3,0
3507,319,26,46.0,2,3
3508,319,52,0.0,11,0
3509,319,58,0.0,16,0
3510,319,59,0.0,17,0
3511,319,49,0.0,15,0
3512,319,5,54.0,1,4
3513,320,55,0.0,14,0
3514,320,49,0.0,15,0
3515,320,58,0.0,16,0
3516,320,52,0.0,13,0
3517,320,26,46.0,2,3
3518,320,31,37.0,3,0
3519,320,59,0.0,17,0
3520,320,2,14.0,5,0
