result_id,race_id,driver_id,constructor_id,grid,position_order,points,laps,status
2698,112,429,93,18,6,1.0,30,11
2699,112,436,90,0,24,0.0,0,52
2700,112,384,64,0,23,0.0,0,52
2701,112,374,5,0,22,0.0,0,52
2702,112,396,169,0,21,0.0,0,52
2703,112,400,169,11,20,0.0,5,65
2704,112,393,52,20,19,0.0,7,5
2705,112,434,5,3,18,0.0,7,95
2706,112,403,92,7,17,0.0,9,5
2707,112,277,25,15,16,0.0,10,43
2708,112,407,167,4,7,0.0,27,2
2709,112,402,52,17,14,0.0,13,5
2710,112,355,33,6,15,0.0,12,95
2711,112,359,167,5,2,6.0,32,0
2712,112,346,167,13,5,2.0,30,11
2713,112,385,64,9,4,3.0,31,10
2714,112,437,90,19,8,0.0,25,2
2715,112,345,173,14,13,0.0,16,2
2716,112,372,169,8,1,9.0,32,0
2717,112,363,33,2,3,4.0,31,10
2718,112,288,64,1,10,0.0,17,5
2719,112,375,25,16,11,0.0,17,2
2720,112,439,173,12,12,0.0,16,2
2721,112,340,5,10,9,0.0,19,95
2722,113,277,25,12,14,0.0,29,100
2723,113,374,5,11,6,1.0,78,11
2724,113,288,64,2,12,0.0,69,24
2725,113,346,167,8,11,0.0,56,114
2726,113,400,169,10,10,0.0,66,108
2727,113,429,93,19,9,0.0,75,14
2728,113,393,52,15,15,0.0,17,77
2729,113,385,64,6,5,2.0,79,10
2730,113,439,173,18,8,0.0,77,12
2731,113,407,167,9,17,0.0,14,24
2732,113,359,167,3,18,0.0,7,5
2733,113,422,93,16,19,0.0,2,7
2734,113,437,90,0,20,0.0,0,52
2735,113,436,90,0,21,0.0,0,52
2736,113,402,52,13,16,0.0,15,21
2737,113,345,173,17,7,0.0,77,12
2738,113,355,33,4,13,0.0,68,2
2739,113,403,92,7,4,3.0,79,10
2740,113,340,5,5,3,4.0,79,10
2741,113,363,33,14,2,6.0,79,10
2742,113,372,169,1,1,9.0,80,0
2743,114,340,5,4,17,0.0,12,47
2744,114,403,92,9,9,0.0,49,13
2745,114,384,64,21,10,0.0,45,17
2746,114,439,173,18,11,0.0,45,17
2747,114,359,167,6,12,0.0,42,77
2748,114,400,169,7,13,0.0,41,21
2749,114,402,173,13,14,0.0,34,59
2750,114,346,167,11,15,0.0,32,59
2751,114,417,173,19,16,0.0,30,5
2752,114,437,90,20,18,0.0,5,64
2753,114,385,64,12,19,0.0,4,20
2754,114,374,5,0,20,0.0,0,52
2755,114,396,169,0,21,0.0,0,52
2756,114,393,52,0,22,0.0,0,52
2757,114,436,90,0,23,0.0,0,52
2758,114,438,84,0,24,0.0,0,52
2759,114,426,169,15,8,0.0,50,12
2760,114,277,25,17,7,0.0,51,11
2761,114,345,173,10,6,1.0,52,10
2762,114,363,33,3,5,2.0,53,0
2763,114,355,33,5,4,3.0,53,0
2764,114,288,64,2,3,0.0,53,0
2765,114,407,167,8,2,6.0,53,0
2766,114,372,169,1,1,9.0,53,0
2767,115,407,167,7,9,0.0,78,13
2768,115,429,93,21,10,0.0,76,15
2769,115,417,173,22,11,0.0,75,16
2770,115,438,84,0,24,0.0,0,52
2771,115,359,167,6,23,0.0,6,4
2772,115,437,90,18,22,0.0,20,77
2773,115,400,169,10,21,0.0,23,47
2774,115,403,92,11,20,0.0,26,77
2775,115,436,90,20,18,0.0,36,77
2776,115,304,169,17,8,0.0,78,13
2777,115,382,25,16,12,0.0,75,16
2778,115,419,95,19,17,0.0,59,5
2779,115,363,33,2,16,0.0,59,4
2780,115,346,167,12,15,0.0,65,50
2781,115,345,173,15,14,0.0,66,5
2782,115,435,25,23,13,0.0,74,17
2783,115,355,33,4,19,0.0,27,4
2784,115,277,25,14,7,0.0,80,11
2785,115,372,169,1,1,9.0,82,0
2786,115,384,64,8,5,2.0,81,10
2787,115,439,173,13,6,1.0,80,11
2788,115,393,52,0,25,0.0,0,52
2789,115,402,52,0,26,0.0,0,52
2790,115,288,64,3,3,4.0,82,0
2791,115,385,64,9,4,3.0,81,10
2792,115,340,5,5,2,6.0,82,0
2793,116,372,169,1,2,6.0,15,0
2794,116,385,64,6,3,4.0,15,0
2795,116,422,93,15,4,3.0,15,0
2796,116,439,173,16,5,2.0,14,10
2797,116,355,33,8,7,0.0,14,10
2798,116,400,169,18,8,0.0,14,10
2799,116,345,173,9,9,0.0,10,23
2800,116,427,169,21,10,0.0,10,14
2801,116,429,93,17,11,0.0,9,35
2802,116,407,167,10,12,0.0,7,4
2803,116,363,33,13,13,0.0,6,5
2804,116,431,167,20,14,0.0,6,5
2805,116,346,167,12,6,1.0,14,10
2806,116,393,52,0,28,0.0,0,52
2807,116,402,52,0,27,0.0,0,52
2808,116,437,90,22,16,0.0,5,2
2809,116,359,167,5,17,0.0,3,2
2810,116,288,64,4,18,0.0,2,5
2811,116,277,25,14,19,0.0,1,2
2812,116,434,5,7,20,0.0,1,2
2813,116,403,173,11,21,0.0,1,2
2814,116,384,64,3,22,0.0,0,2
2815,116,428,169,0,23,0.0,0,78
2816,116,419,95,0,24,0.0,0,78
2817,116,440,169,0,25,0.0,0,78
2818,116,441,174,0,26,0.0,0,78
2819,116,417,173,0,29,0.0,0,52
2820,116,340,5,2,1,9.0,15,0
2821,116,436,90,19,15,0.0,5,37
2822,117,288,64,2,16,0.0,59,7
2823,117,407,167,13,6,1.0,84,11
2824,117,428,169,0,27,0.0,0,78
2825,117,442,163,0,26,0.0,0,78
2826,117,429,93,0,25,0.0,0,78
2827,117,437,90,0,24,0.0,0,78
2828,117,419,95,0,23,0.0,0,78
2829,117,431,167,0,22,0.0,0,78
2830,117,277,25,0,21,0.0,0,52
2831,117,340,5,1,20,0.0,16,4
2832,117,417,173,12,19,0.0,26,4
2833,117,384,5,6,18,0.0,37,5
2834,117,345,173,16,17,0.0,40,50
2835,117,443,176,0,28,0.0,0,78
2836,117,393,52,25,15,0.0,63,116
2837,117,373,169,9,13,0.0,73,50
2838,117,382,25,19,12,0.0,79,16
2839,117,402,52,14,11,0.0,79,16
2840,117,304,25,18,10,0.0,82,13
2841,117,426,64,20,9,0.0,83,12
2842,117,439,173,17,8,0.0,84,11
2843,117,346,167,11,7,0.0,84,11
2844,117,355,33,7,5,2.0,84,11
2845,117,403,92,10,4,3.0,84,4
2846,117,359,167,8,3,4.0,85,10
2847,117,385,64,4,2,6.0,86,0
2848,117,363,33,5,14,0.0,64,66
2849,117,372,169,3,1,9.0,86,0
2850,117,422,93,0,29,0.0,0,52
2851,117,444,173,0,31,0.0,0,52
2852,117,445,93,0,32,0.0,0,52
2853,117,446,170,0,33,0.0,0,52
2854,117,436,90,0,30,0.0,0,52
2855,118,344,169,13,16,0.0,36,4
2856,118,400,169,7,17,0.0,24,9
2857,118,417,25,8,18,0.0,14,4
2858,118,433,173,18,19,0.0,6,30
2859,118,402,52,15,20,0.0,4,91
2860,118,393,52,20,21,0.0,0,91
2861,118,432,169,0,22,0.0,0,52
2862,118,403,173,0,23,0.0,0,52
2863,118,449,96,0,24,0.0,0,52
2864,118,407,167,10,13,0.0,44,77
2865,118,359,167,11,11,0.0,74,47
2866,118,439,173,16,10,0.0,76,5
2867,118,340,5,3,9,0.0,82,4
2868,118,346,167,12,8,0.0,85,110
2869,118,447,96,21,7,0.0,88,112
2870,118,429,93,19,6,1.0,99,44
2871,118,384,5,9,5,2.0,106,13
2872,118,355,33,5,4,3.0,108,11
2873,118,372,169,2,3,4.0,109,10
2874,118,385,64,4,2,6.0,110,0
2875,118,288,64,1,1,9.0,110,0
2876,118,345,173,14,12,0.0,56,5
2877,118,363,33,6,15,0.0,42,80
2878,118,448,173,17,14,0.0,44,5
2879,119,381,64,11,11,0.0,57,4
2880,119,344,169,20,15,0.0,26,21
2881,119,359,167,6,14,0.0,30,4
2882,119,384,5,7,13,0.0,36,77
2883,119,402,52,17,12,0.0,46,21
2884,119,429,93,18,10,0.0,58,16
2885,119,345,173,9,9,0.0,59,15
2886,119,439,173,15,8,0.0,61,13
2887,119,433,173,16,7,0.0,61,13
2888,119,417,25,14,16,0.0,23,21
2889,119,363,33,4,6,1.0,62,12
2890,119,403,173,0,24,0.0,0,52
2891,119,432,31,0,23,0.0,0,52
2892,119,450,167,0,22,0.0,0,52
2893,119,407,167,13,21,0.0,7,4
2894,119,277,173,19,20,0.0,9,5
2895,119,346,167,8,5,2.0,62,12
2896,119,288,64,3,4,3.0,64,10
2897,119,385,64,5,3,4.0,65,0
2898,119,451,169,0,25,0.0,0,52
2899,119,372,169,1,1,9.0,65,0
2900,119,340,5,2,17,0.0,19,1
2901,119,393,52,21,19,0.0,12,4
2902,119,400,169,12,18,0.0,19,4
2903,119,355,33,10,2,6.0,65,0
2904,120,385,64,7,18,0.0,43,83
2905,120,346,167,11,6,1.0,83,11
2906,120,384,5,5,5,2.0,84,10
2907,120,359,167,9,4,3.0,84,10
2908,120,288,64,6,3,4.0,84,10
2909,120,363,33,3,2,6.0,85,0
2910,120,372,169,1,1,9.0,85,0
2911,120,339,167,13,9,0.0,80,14
2912,120,412,169,12,19,0.0,3,4
2913,120,429,93,20,10,0.0,79,15
2914,120,367,87,17,20,0.0,2,83
2915,120,355,33,2,13,0.0,70,2
2916,120,411,177,15,14,0.0,66,121
2917,120,361,49,16,15,0.0,53,5
2918,120,406,33,14,16,0.0,49,50
2919,120,407,167,10,7,0.0,82,12
2920,120,340,5,4,17,0.0,43,4
2921,120,410,87,18,11,0.0,78,16
2922,120,408,163,19,12,0.0,77,17
2923,120,400,169,8,8,0.0,81,13
2924,120,409,169,0,22,0.0,0,52
2925,120,304,25,0,23,0.0,0,52
2926,120,309,173,0,21,0.0,0,2
2927,121,393,64,0,22,0.0,0,52
2928,121,428,90,0,21,0.0,0,52
2929,121,403,173,0,20,0.0,0,52
2930,121,427,173,0,19,0.0,0,78
2931,121,308,173,0,18,0.0,0,78
2932,121,277,173,0,17,0.0,0,78
2933,121,400,92,14,16,0.0,8,92
2934,121,340,5,4,15,0.0,15,5
2935,121,359,167,10,14,0.0,17,64
2936,121,355,180,2,13,0.0,29,95
2937,121,426,64,13,12,0.0,53,24
2938,121,363,180,5,11,0.0,62,5
2939,121,384,5,7,10,0.0,68,5
2940,121,345,173,16,8,0.0,78,112
2941,121,382,180,12,7,0.0,86,5
2942,121,304,173,15,6,1.0,96,13
2943,121,346,167,11,5,2.0,96,13
2944,121,372,169,1,4,3.0,96,4
2945,121,396,169,6,3,4.0,97,12
2946,121,385,64,8,2,6.0,99,10
2947,121,288,64,3,1,9.0,100,0
2948,121,402,167,9,9,0.0,70,21
2949,121,407,64,0,23,0.0,0,52
2950,122,393,64,16,10,0.0,74,15
2951,122,346,178,12,9,0.0,76,13
2952,122,402,167,9,8,0.0,76,13
2953,122,359,167,5,7,0.0,78,11
2954,122,382,180,11,6,1.0,78,11
2955,122,277,173,13,5,2.0,79,10
2956,122,372,169,2,1,9.0,80,0
2957,122,385,64,8,11,0.0,64,113
2958,122,340,5,4,2,6.0,80,0
2959,122,396,169,6,3,4.0,79,10
2960,122,407,64,0,18,0.0,0,2
2961,122,429,93,17,17,0.0,8,4
2962,122,288,64,3,4,3.0,79,10
2963,122,363,180,1,15,0.0,23,37
2964,122,355,180,7,14,0.0,44,77
2965,122,304,173,14,12,0.0,57,23
2966,122,345,178,18,13,0.0,55,110
2967,122,384,5,10,16,0.0,20,77
2968,123,277,173,11,18,0.0,3,4
2969,123,340,5,5,17,0.0,4,4
2970,123,346,180,14,16,0.0,8,97
2971,123,428,90,20,15,0.0,11,4
2972,123,384,5,9,14,0.0,12,4
2973,123,402,167,15,13,0.0,13,4
2974,123,345,180,13,12,0.0,14,4
2975,123,403,92,16,10,0.0,28,13
2976,123,396,169,4,9,0.0,28,24
2977,123,393,64,17,8,0.0,31,10
2978,123,363,180,1,6,1.0,31,57
2979,123,288,64,2,5,2.0,31,47
2980,123,385,64,8,4,3.0,32,0
2981,123,355,180,3,3,4.0,32,0
2982,123,359,167,7,2,6.0,32,0
2983,123,372,169,6,1,9.0,32,0
2984,123,308,169,10,11,0.0,28,1
2985,123,400,92,12,7,0.0,31,10
2986,124,372,169,1,14,0.0,31,4
2987,124,384,5,8,9,0.0,55,11
2988,124,340,5,3,15,0.0,6,4
2989,124,403,92,11,13,0.0,32,2
2990,124,382,180,15,12,0.0,50,16
2991,124,426,64,16,11,0.0,52,14
2992,124,277,173,14,10,0.0,53,13
2993,124,400,92,12,16,0.0,6,2
2994,124,304,173,13,8,0.0,56,10
2995,124,359,167,7,6,1.0,56,10
2996,124,385,64,9,5,2.0,57,0
2997,124,396,169,4,4,3.0,57,0
2998,124,355,180,5,3,4.0,57,0
2999,124,288,64,6,2,6.0,57,0
3000,124,363,180,2,1,9.0,57,0
3001,124,402,167,10,7,0.0,56,10
3002,124,345,178,17,17,0.0,4,7
3003,125,372,169,1,1,9.0,80,0
3004,125,379,179,19,23,0.0,0,2
3005,125,288,64,2,2,6.0,80,0
3006,125,426,64,25,24,0.0,0,78
3007,125,340,5,5,3,4.0,80,0
3008,125,384,5,8,5,2.0,78,11
3009,125,359,167,6,22,0.0,7,5
3010,125,277,173,11,21,0.0,9,7
3011,125,304,173,12,20,0.0,17,105
3012,125,400,173,18,19,0.0,23,97
3013,125,419,178,23,18,0.0,37,2
3014,125,407,64,17,17,0.0,38,5
3015,125,308,173,22,16,0.0,43,23
3016,125,346,178,9,15,0.0,45,22
3017,125,398,167,20,14,0.0,56,114
3018,125,363,180,3,13,0.0,75,14
3019,125,393,64,21,12,0.0,76,13
3020,125,345,178,16,11,0.0,76,13
3021,125,403,92,10,10,0.0,77,12
3022,125,373,169,13,9,0.0,77,12
3023,125,385,64,14,8,0.0,77,12
3024,125,382,180,7,7,0.0,78,11
3025,125,402,167,15,6,1.0,78,11
3026,125,355,180,4,4,3.0,79,10
3027,125,369,64,24,25,0.0,0,52
3028,126,422,169,19,9,0.0,14,10
3029,126,385,64,11,7,0.0,14,10
3030,126,346,178,12,21,0.0,0,9
3031,126,402,167,8,20,0.0,1,4
3032,126,393,64,21,19,0.0,2,36
3033,126,430,167,20,18,0.0,3,7
3034,126,382,180,15,17,0.0,4,21
3035,126,359,167,7,16,0.0,4,4
3036,126,372,169,2,15,0.0,7,4
3037,126,308,173,18,14,0.0,10,2
3038,126,404,10,22,13,0.0,11,2
3039,126,355,180,6,12,0.0,11,23
3040,126,277,173,9,11,0.0,12,21
3041,126,363,180,3,10,0.0,14,10
3042,126,373,169,17,8,0.0,14,10
3043,126,407,64,16,6,1.0,14,10
3044,126,426,64,14,5,2.0,14,81
3045,126,345,178,10,4,3.0,15,0
3046,126,384,5,4,3,4.0,15,0
3047,126,288,64,5,2,6.0,15,0
3048,126,340,5,1,1,9.0,15,0
3049,126,428,90,0,23,0.0,0,78
3050,126,304,173,13,22,0.0,0,4
3051,127,288,64,1,20,0.0,5,96
3052,127,385,64,5,2,6.0,105,0
3053,127,277,169,17,19,0.0,7,4
3054,127,340,5,2,18,0.0,9,21
3055,127,345,178,12,17,0.0,18,2
3056,127,400,92,16,16,0.0,21,21
3057,127,372,169,3,15,0.0,40,83
3058,127,373,169,8,14,0.0,41,83
3059,127,359,167,9,13,0.0,43,4
3060,127,363,180,4,12,0.0,47,21
3061,127,384,5,7,1,9.0,105,0
3062,127,357,178,13,10,0.0,58,37
3063,127,355,180,6,9,0.0,76,115
3064,127,304,173,18,8,0.0,95,85
3065,127,393,64,15,7,0.0,96,18
3066,127,346,180,10,6,1.0,101,13
3067,127,403,92,11,5,2.0,102,12
3068,127,407,64,19,4,3.0,102,12
3069,127,382,180,14,3,4.0,102,12
3070,127,402,167,20,11,0.0,58,2
3071,128,404,10,10,18,0.0,13,22
3072,128,431,94,19,16,0.0,25,77
3073,128,426,64,21,17,0.0,22,95
3074,128,372,169,4,15,0.0,28,4
3075,128,401,178,0,22,0.0,0,78
3076,128,288,64,3,20,0.0,0,7
3077,128,400,92,0,21,0.0,0,78
3078,128,355,180,11,14,0.0,59,4
3079,128,339,167,0,23,0.0,0,78
3080,128,419,178,0,24,0.0,0,78
3081,128,304,173,17,19,0.0,5,4
3082,128,308,173,18,13,0.0,72,15
3083,128,373,169,8,6,1.0,77,10
3084,128,382,180,14,11,0.0,75,12
3085,128,340,5,1,1,9.0,78,0
3086,128,346,180,12,12,0.0,74,13
3087,128,384,5,7,3,4.0,77,10
3088,128,385,64,9,4,3.0,77,10
3089,128,359,167,5,2,6.0,78,0
3090,128,345,178,6,7,0.0,77,10
3091,128,393,64,15,8,0.0,77,10
3092,128,374,5,16,9,0.0,77,10
3093,128,363,180,2,10,0.0,75,12
3094,128,403,92,13,5,2.0,77,10
3095,129,400,92,15,6,1.0,106,13
3096,129,288,64,4,1,9.0,110,0
3097,129,340,5,2,2,6.0,110,0
3098,129,345,178,12,3,4.0,109,10
3099,129,385,64,13,4,3.0,107,12
3100,129,432,169,17,5,2.0,107,12
3101,129,372,169,1,7,0.0,102,57
3102,129,355,180,7,17,0.0,14,4
3103,129,363,180,3,9,0.0,69,50
3104,129,372,169,1,12,0.0,54,95
3105,129,304,173,15,8,0.0,101,105
3106,129,402,167,19,18,0.0,4,77
3107,129,359,167,5,16,0.0,27,4
3108,129,346,180,9,15,0.0,37,35
3109,129,403,92,10,19,0.0,2,5
3110,129,404,10,14,13,0.0,50,24
3111,129,373,169,1,12,0.0,54,95
3112,129,384,5,8,11,0.0,58,4
3113,129,433,178,18,10,0.0,65,59
3114,129,277,173,11,14,0.0,47,4
3115,130,403,92,16,12,0.0,61,13
3116,130,400,92,18,19,0.0,6,24
3117,130,346,180,8,18,0.0,9,21
3118,130,345,178,13,17,0.0,11,47
3119,130,304,173,17,16,0.0,12,24
3120,130,355,180,7,15,0.0,44,9
3121,130,277,173,12,14,0.0,46,5
3122,130,288,64,6,11,0.0,63,11
3123,130,433,178,19,13,0.0,60,14
3124,130,402,167,15,9,0.0,63,4
3125,130,385,64,11,8,0.0,64,10
3126,130,359,167,10,7,0.0,64,10
3127,130,344,5,9,6,1.0,64,10
3128,130,372,169,1,5,2.0,64,4
3129,130,373,169,5,4,3.0,65,0
3130,130,384,5,3,3,4.0,65,0
3131,130,340,5,4,2,6.0,65,0
3132,130,381,169,14,10,0.0,63,11
3133,130,363,180,2,1,9.0,65,0
3134,131,339,167,18,19,0.0,20,83
3135,131,363,180,9,20,0.0,11,77
3136,131,408,183,0,21,0.0,0,78
3137,131,409,169,0,22,0.0,0,78
3138,131,411,177,0,24,0.0,0,78
3139,131,414,91,0,29,0.0,0,52
3140,131,413,169,0,26,0.0,0,94
3141,131,333,182,0,27,0.0,0,94
3142,131,292,177,0,28,0.0,0,94
3143,131,415,163,0,30,0.0,0,52
3144,131,416,167,0,31,0.0,0,52
3145,131,357,167,10,18,0.0,39,9
3146,131,412,169,0,25,0.0,0,78
3147,131,346,180,7,17,0.0,42,7
3148,131,410,181,0,23,0.0,0,78
3149,131,384,5,6,15,0.0,66,77
3150,131,382,180,12,16,0.0,50,59
3151,131,372,169,1,1,9.0,85,0
3152,131,340,5,2,2,6.0,85,0
3153,131,288,64,5,3,4.0,85,0
3154,131,359,167,8,5,2.0,84,10
3155,131,327,64,11,6,1.0,83,11
3156,131,345,178,14,7,0.0,83,11
3157,131,373,169,4,4,3.0,85,0
3158,131,405,179,16,9,0.0,81,13
3159,131,361,49,17,10,0.0,79,15
3160,131,407,173,13,11,0.0,77,17
3161,131,379,178,15,12,0.0,75,85
3162,131,367,182,20,13,0.0,73,53
3163,131,406,179,19,14,0.0,71,108
3164,131,355,180,3,8,0.0,81,13
3165,132,355,180,2,11,0.0,43,4
3166,132,357,167,0,17,0.0,0,78
3167,132,385,10,17,16,0.0,0,83
3168,132,379,178,11,14,0.0,29,4
3169,132,404,10,15,13,0.0,33,5
3170,132,369,173,6,12,0.0,43,35
3171,132,405,169,14,10,0.0,79,2
3172,132,304,173,12,15,0.0,12,5
3173,132,303,180,8,8,0.0,92,17
3174,132,288,64,1,1,9.0,100,0
3175,132,384,5,4,2,6.0,100,0
3176,132,327,64,3,3,4.0,100,0
3177,132,382,180,9,9,0.0,85,109
3178,132,359,167,7,5,2.0,98,11
3179,132,345,178,10,6,1.0,98,11
3180,132,346,180,13,7,0.0,97,12
3181,132,340,5,5,4,3.0,99,57
3182,133,357,167,14,11,0.0,29,12
3183,133,340,5,6,18,0.0,5,4
3184,133,404,10,11,17,0.0,9,5
3185,133,346,180,7,16,0.0,9,77
3186,133,417,64,20,15,0.0,12,47
3187,133,369,173,13,14,0.0,26,2
3188,133,403,173,16,13,0.0,27,14
3189,133,375,64,17,12,0.0,29,12
3190,133,379,178,19,19,0.0,3,77
3191,133,363,180,5,10,0.0,30,11
3192,133,345,178,8,8,0.0,31,10
3193,133,373,169,12,7,0.0,31,10
3194,133,385,10,4,6,1.0,31,10
3195,133,288,64,1,5,2.0,31,10
3196,133,355,180,10,4,3.0,31,10
3197,133,359,167,9,3,4.0,31,10
3198,133,327,64,3,2,6.0,32,0
3199,133,372,169,2,1,9.0,32,0
3200,133,384,5,15,9,0.0,30,11
3201,134,346,180,11,11,0.0,21,88
3202,134,277,173,8,12,0.0,20,66
3203,134,403,173,17,13,0.0,18,5
3204,134,357,167,12,17,0.0,3,2
3205,134,385,10,7,15,0.0,9,77
3206,134,404,10,16,16,0.0,4,77
3207,134,363,180,5,14,0.0,16,4
3208,134,359,167,9,10,0.0,23,21
3209,134,384,5,3,8,0.0,36,2
3210,134,373,169,10,7,0.0,39,10
3211,134,345,178,14,6,1.0,39,10
3212,134,288,64,13,5,2.0,39,10
3213,134,303,180,6,4,3.0,40,0
3214,134,340,5,4,3,4.0,40,0
3215,134,327,64,2,2,6.0,40,0
3216,134,372,169,1,1,9.0,40,0
3217,134,382,180,15,9,0.0,34,66
3218,135,403,173,15,15,0.0,41,4
3219,135,418,167,21,16,0.0,38,77
3220,135,382,180,17,17,0.0,33,5
3221,135,303,180,10,18,0.0,29,88
3222,135,421,169,0,23,0.0,0,78
3223,135,384,5,9,20,0.0,2,4
3224,135,355,180,8,21,0.0,0,52
3225,135,357,167,12,14,0.0,62,4
3226,135,385,10,3,19,0.0,26,95
3227,135,369,173,16,13,0.0,63,49
3228,135,420,183,0,22,0.0,0,78
3229,135,419,178,20,11,0.0,73,16
3230,135,288,64,2,2,6.0,80,0
3231,135,340,5,5,3,4.0,80,0
3232,135,373,169,6,4,3.0,80,0
3233,135,327,64,4,5,2.0,80,0
3234,135,372,169,1,1,9.0,80,0
3235,135,346,180,14,7,0.0,79,10
3236,135,379,178,13,8,0.0,78,11
3237,135,345,178,18,9,0.0,78,11
3238,135,359,167,11,10,0.0,77,12
3239,135,363,180,7,6,1.0,79,10
3240,135,417,64,19,12,0.0,70,85
3241,136,403,173,13,10,0.0,78,11
3242,136,382,180,16,17,0.0,11,4
3243,136,346,180,15,16,0.0,16,43
3244,136,359,167,9,15,0.0,36,23
3245,136,357,167,14,14,0.0,48,50
3246,136,345,178,10,13,0.0,55,110
3247,136,369,173,17,12,0.0,77,12
3248,136,379,178,11,11,0.0,77,12
3249,136,384,5,12,9,0.0,79,10
3250,136,340,5,4,7,0.0,79,10
3251,136,385,10,3,6,1.0,79,10
3252,136,303,180,7,5,2.0,79,10
3253,136,288,64,1,4,3.0,80,0
3254,136,363,180,5,3,4.0,80,0
3255,136,327,64,6,2,6.0,80,0
3256,136,372,169,2,1,9.0,80,0
3257,136,373,169,8,8,0.0,79,10
3258,137,359,167,10,14,0.0,7,5
3259,137,303,180,13,15,0.0,5,92
3260,137,277,173,16,16,0.0,3,9
3261,137,405,169,20,17,0.0,3,43
3262,137,423,64,0,20,0.0,0,78
3263,137,327,64,2,18,0.0,2,21
3264,137,379,178,18,19,0.0,0,5
3265,137,419,180,0,21,0.0,0,78
3266,137,369,173,17,13,0.0,8,46
3267,137,422,169,12,12,0.0,8,46
3268,137,355,180,14,5,2.0,15,0
3269,137,345,178,11,10,0.0,9,4
3270,137,340,5,4,9,0.0,11,5
3271,137,417,64,19,8,0.0,14,10
3272,137,346,180,9,7,0.0,15,0
3273,137,384,5,7,6,1.0,15,0
3274,137,357,167,8,4,3.0,15,0
3275,137,363,180,5,3,4.0,15,0
3276,137,288,64,3,2,6.0,15,0
3277,137,372,169,1,1,9.0,15,0
3278,137,373,169,6,11,0.0,8,6
3279,138,373,169,8,11,0.0,62,88
3280,138,424,5,15,12,0.0,58,4
3281,138,423,64,21,13,0.0,58,50
3282,138,385,10,17,14,0.0,56,77
3283,138,303,180,12,15,0.0,46,21
3284,138,379,178,16,16,0.0,45,4
3285,138,404,10,6,20,0.0,27,77
3286,138,401,169,20,18,0.0,37,5
3287,138,340,5,2,19,0.0,34,7
3288,138,372,169,1,10,0.0,63,47
3289,138,417,64,23,21,0.0,22,5
3290,138,393,180,19,22,0.0,12,4
3291,138,425,64,22,23,0.0,8,4
3292,138,345,178,10,17,0.0,43,5
3293,138,403,173,18,9,0.0,74,11
3294,138,384,5,5,4,3.0,76,0
3295,138,346,180,14,7,0.0,74,11
3296,138,369,173,13,6,1.0,75,10
3297,138,359,167,11,5,2.0,75,10
3298,138,363,180,9,3,4.0,76,0
3299,138,288,64,4,2,6.0,76,0
3300,138,327,64,3,1,9.0,76,0
3301,138,357,167,7,8,0.0,74,11
3302,139,395,5,14,9,0.0,106,13
3303,139,403,173,18,18,0.0,9,97
3304,139,373,169,4,17,0.0,9,4
3305,139,359,167,2,16,0.0,11,50
3306,139,381,169,17,12,0.0,95,109
3307,139,327,64,6,14,0.0,12,21
3308,139,404,10,12,13,0.0,92,111
3309,139,345,178,11,11,0.0,99,44
3310,139,369,173,16,10,0.0,101,18
3311,139,372,169,9,15,0.0,11,4
3312,139,346,180,10,8,0.0,107,12
3313,139,385,10,3,7,0.0,108,11
3314,139,355,180,7,3,4.0,110,0
3315,139,344,5,15,5,2.0,109,10
3316,139,357,167,13,6,1.0,108,11
3317,139,363,180,8,2,6.0,110,0
3318,139,288,64,1,1,9.0,110,0
3319,139,384,5,5,4,3.0,109,10
3320,140,344,5,14,7,0.0,62,12
3321,140,384,5,7,8,0.0,62,12
3322,140,288,64,5,9,0.0,56,4
3323,140,381,169,9,10,0.0,55,77
3324,140,374,5,0,19,0.0,0,52
3325,140,372,169,1,17,0.0,8,4
3326,140,369,173,17,6,1.0,64,10
3327,140,359,167,15,16,0.0,25,5
3328,140,395,173,18,15,0.0,29,21
3329,140,327,64,8,14,0.0,35,7
3330,140,355,180,14,13,0.0,38,43
3331,140,403,173,0,18,0.0,0,52
3332,140,357,167,16,12,0.0,39,77
3333,140,346,180,12,11,0.0,43,21
3334,140,385,10,3,1,9.0,65,0
3335,140,363,180,2,2,6.0,65,0
3336,140,373,169,6,3,4.0,65,0
3337,140,345,178,11,4,3.0,65,0
3338,140,404,10,10,5,2.0,64,10
3339,141,372,169,1,8,0.0,60,21
3340,141,382,180,8,16,0.0,3,4
3341,141,359,184,10,15,0.0,9,43
3342,141,303,180,6,14,0.0,15,6
3343,141,340,5,2,13,0.0,16,6
3344,141,355,188,11,12,0.0,17,5
3345,141,373,173,12,11,0.0,34,21
3346,141,345,178,13,10,0.0,35,7
3347,141,357,163,7,9,0.0,56,4
3348,141,327,64,3,1,9.0,100,0
3349,141,384,5,5,2,6.0,100,0
3350,141,288,64,4,3,4.0,99,10
3351,141,395,64,16,4,3.0,95,14
3352,141,385,163,9,5,0.0,80,6
3353,141,346,163,16,7,0.0,73,59
3354,141,388,163,15,6,0.0,75,59
3355,142,373,173,7,10,0.0,0,2
3356,142,288,64,9,11,0.0,0,2
3357,142,396,173,0,17,0.0,0,4
3358,142,359,185,0,16,0.0,0,52
3359,142,303,180,13,14,0.0,0,2
3360,142,395,64,11,13,0.0,0,2
3361,142,372,169,10,12,0.0,0,4
3362,142,340,5,1,1,9.0,28,0
